reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
48503fe7-d914-42b7-89e2-560752e25aa2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"hoyooverseee, mohon yaa perbaiki game anda yang satu ini game ini membuatku bosan karena story jelek, gak ada tombol skip dialog, sistem gacha yang pelit banget tapi rate on nya ya cuma sekali dan capture radiance, tolong ya jangan pelit sama artefak doang dikasih yang jelek jelek padahal udah nguli sampe setengah mati yang dapat busuk gak kayak game sebelah artefak bisa custom lebih mudah ketimbang gi, animation gacha yang bagus kayak wuthering wave. tolong yaa hoyooverseee jangan tuli dan buta",1,0,5.5.0_31400259_31451966,2025-04-25 14:50:38,"Kami mohon maaf atas ketidaknyamanan yang Anda alami, Traveler. Kalau Anda memiliki masukan atau saran, silakan hubungi kami melalui email atau feedback in-game.",2025-05-01 10:21:35,5.5.0_31400259_31451966
1e5f0836-d78a-440c-88df-21f4ba959704,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,artefak ampas susah dpt stat sama substat yg bagus. resin nya gak bisa dikumpulin harus dipakai terus gak jelas. developer gak mau dengerin player. mau build karakter harus nunggu hari tertentu gk bisa sehari langsung jadi.,2,0,5.5.0_31400259_31451966,2025-04-24 14:09:22,,,5.5.0_31400259_31451966
0dd168e0-30fb-47b7-bae3-6525d2db8413,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Game nya udah bagusss, seru juga mulai dari story nya, dari grafik juga udh bagus banget, saranku aja hoyo, tambahin fitur skip dialog, maless banget kadang bacanya, tapi udh oke kok game nya, makasih ya hoyo udh bikin game nya, aku kasih bintang 5",5,29,5.5.0_31400259_31451966,2025-04-19 12:20:01,,,5.5.0_31400259_31451966
a9e68b75-d151-4701-8c07-1009a14e0ce3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tolong tambahkan fitur skip story seperti game sebelah, jujur saja genshin juga story nya gak on point menurut saya. Terlalu berbelit - belit & yah bagi player yang gak mikirin story juga bakal terasa bosan seperti saya. mihoyo juga seperti nya jarang mendengarkan feedback playernya seperti moonton.",3,15,5.5.0_31400259_31451966,2025-04-24 19:02:05,,,5.5.0_31400259_31451966
b55b53ac-765f-4daf-a980-6076ab81e1ba,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"pengalaman bermain saya cukup bagus, sebenarnya tombol skip di quest tidak terlalu butuh, karena banyak makna tersirat di semua questnya, kalo quest di skip kalian nikmatin gamenya gimana coba, untuk para pemain yg berkendala saat game play penuhi syarat minimum untuk bermain, gabisa main nyalahin dev ga lihat devicenya, untuk yg tidak hoki saat gacha yah wajar aja sih namanya game gacha, mau ada resource yah top up lah, dev buat game untuk jualan bukan amal terus, gaada untungnya buat apa coba",5,141,5.5.0_31400259_31451966,2025-03-26 00:21:35,,,5.5.0_31400259_31451966
ac342310-feac-452f-8f0a-472ec142c6fe,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Beberapa teman mengalami cutscene patah-patah saat memainkan game untuk pertama kali, meski suara tetap lancar. Saya juga pernah mengalaminya. Dengan spek HP RAM 8/128 dan chipset MTK G88, sebaiknya kualitas grafis cutscene tidak terlalu HD agar tetap lancar di grafik rendah-menengah.dan 1 lagi aku mau mavuika c6 r5",5,23,5.5.0_31400259_31451966,2025-04-08 07:19:24,,,5.5.0_31400259_31451966
c688a5ec-7605-4496-93e9-8091f5ba7560,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"pengembangan yang baik. untuk saran, tolong permudah untuk mendapatkan elixir kedepannya, karena artefak gacha disini itu sangat random bahkan bisa menghambat pengembangan karakter dalam jangka waktu yang lama bila belum mendapatkan stat yang di inginkan.",5,54,5.5.0_31400259_31451966,2025-04-09 17:54:53,,,5.5.0_31400259_31451966
f29d51c5-9770-4b81-879b-344593ec40a7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Untuk sejauh ini sudah beragam serta adanya 7 elemen yang berbeda memungkinkan untuk membuat beragam team party dengan elemen reaction namun ada satu kendala krusial yang sering dialami kebanyakan player dimana resource yang di perlukan untuk membangun stat suatu Karakter itu sangat susah ditambah dengan durasi resin yang begitu lama untuk bisa max dan artefak karakter yang sangat susah untuk bisa didapatkan dengan stat yang di inginkan.,3,10,5.5.0_31400259_31451966,2025-04-07 15:59:33,,,5.5.0_31400259_31451966
57b1d27e-fe52-41df-8f0e-d752c04047fb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"hoyo mendengarkan? tidak mungkin, buat yg g setuju futur skip story fitur itu ada untuk digunakan g semua orang punya waktu dan g semua orang tertarik dengan quest yg ngebosenin kebanyakan Yepping. dan buat user Cloud kasian mereka",2,0,5.5.0_31400259_31451966,2025-04-22 17:39:01,,,5.5.0_31400259_31451966
380ae1d4-16f2-4db2-83bd-f14ba776f76f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Testing di HP Helio g99 dan ternyata sangat lancar, akan lebih baik jika ada fitur native controller untuk android *edit terimakasih sudah memberikan fitur gamepad untuk android, aku harap kedepannya akan ada lebih banyak optimalisasi lagi untuk Genshin impact di perangkat android.",5,7,5.5.0_31400259_31451966,2025-04-06 11:48:46,,,5.5.0_31400259_31451966
401b7f86-f73a-401f-9286-eb3989f715ab,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Mohon untuk masalah jaringan diperbaiki, saya sudah lawan bos susah payah menjadi sia² karena masalah sinyal, padahal sinyal saya dalam kondisi baik dipakai Youtube 1080p tak masalah. edit: kalau sedang scene dialog quest (mau itu archon quest atau side quest) itu nyebelin banget udh kebanyakan yapping ehh ngulang lagi gegara sinyal 🤬 tambahkan fitur skip dialog lah (minimal buat side quest)",5,1,5.5.0_31400259_31451966,2025-04-18 12:04:31,,,5.5.0_31400259_31451966
61482581-ec2d-4f37-ab0c-2bb1d60be32e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"game nya bagus dari segi grafik, world building dll, tp sayang sekali developer jarang mendengarkan fansnya, seperti Adain fitur skip story world quest, tingkatkan farming artefak agar tidak ampas, Adain fitur craft di profile game, dan tingkatkan lagi hadiah primo dari quest supaya lebih ramah untuk f2p, masa quest panjang tp hadiah primo tidak sepadan dengan menunggu dialog yg terlalu panjang, apalgi animasi kaku waktu quest Inazuma bulan lalu,game pendapatan besar tp selalu jadi anak tiri.",2,5,5.5.0_31400259_31451966,2025-04-11 14:19:15,,,5.5.0_31400259_31451966
e99e80ce-e978-43be-b4de-909d938630d9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Update Genshin Impact selalu menghadirkan perbaikan yang luar biasa dari segi cerita, grafik, event, dan gameplay. Namun, saya merasa ada satu aspek yang masih dapat ditingkatkan, yaitu pada mode Co-op. Saat ini, interaksi antar pemain hanya melalui teks, yang kadang membuat komunikasi terasa kurang spontan dan melelahkan. Untuk itu, saya mengusulkan penambahan fitur voice chat(on-Mic) di mode Co-op. Fitur ini tentunya akan memudahkan komunikasi antara pemain.adanya fitur gameini akn menarik",5,11,5.5.0_31400259_31451966,2025-04-04 12:50:35,,,5.5.0_31400259_31451966
bfec0aff-76df-4d8f-bde5-17ef69f536a5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"yg bener aja,, masak gak ada fitur skipnya. Padahal questnya kaku bener kwkwk. kalau masih ingin pelayer menikmati story maka tingkatkan lagi detail detail seperti ekspresi emosi karakter agar tidak kaku banget. ahh dahlah",1,30,5.5.0_31400259_31451966,2025-04-13 07:07:41,,,5.5.0_31400259_31451966
98fe2021-072b-47b8-9f8a-ddf57fa6c31a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tolong usahakan, banyak sekali fanatic azur lane mulai cari Masalah di World orang lain. satu hal lagi saya kasih bintang 5 karena saya butuh Zhongli minus nya kurang polearm Vortex vanquisher gak dapat. dah itu aja ( lanjut!l",5,0,5.5.0_31400259_31451966,2025-04-23 05:18:41,,,5.5.0_31400259_31451966
e6efeb3c-9432-4da9-b049-18f2cd3110a1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"makin kesini makin sampah aja yg di banyakin, bonus domain artefak 2x isinya sampah semua, bansos primogem buat gacha pun nyampah, jalan cerita dan gameplay tambah membosankan, kit / combat karakter asal jadi, mc karakter sampah lagi, tpi ada orang betah bgt mainin ini game sampe buang² uang dan waktu, bagi yg f2p mending jgn main ini game di 2025 buang² waktu.",1,1,5.5.0_31400259_31451966,2025-04-24 18:00:29,,,5.5.0_31400259_31451966
30855d93-d6e2-4a8b-8480-8eaf3b9c8c5b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Overall bagus, tetapi kadang dalam quest karakter menjadi bisu dalam english voice, dan tolong quest langsung saja ke intinya tidak perlu banyak teks agar tidak bosan😑",3,12,5.5.0_31400259_31451966,2025-04-07 15:06:18,,,5.5.0_31400259_31451966
64872cd2-19ff-4e12-8e62-e867061cf423,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Gamenya bagus, story mayan, gameplay asik, grafik mantep, karakternya juga pada cakep (furina🤭), overall bagus lah. Tapi sayangnya.. gua melarang aturan.. yaitu dilarang baper saat coop. Dimana pada saat itu gua coop dengan cewe berinisial m, dan pada saat itu juga kita sering coop, hari ke hari kita bertukar siapa yang join world. Seiring berjalan nya waktu, guapun mulai menyukainya entah kenapa, dia itu seperti cahaya yang menyinari hidupku. Tapi anehnya gua gaberani untuk confess. i love her",5,0,5.5.0_31400259_31451966,2025-04-22 11:37:00,,,5.5.0_31400259_31451966
367cf423-f24e-489c-848d-d6648b841952,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"terimakasih sudah tidak kikir,semoga makin banyak bansos. grafiknya keren, quest dan storynya luar biasa lorenya, ngebuat kita banyak berteori tentang asal usul teyvat. camera movementnya cinematic smooth keren. character lumayan balance gak kaya ""HSR"". Natlan tu apa lagi, wih bagus banget jadi dino di 6 tribe berbeda, fitur skip story sepertinya tidak butuh agar orang minimal tau story gak asal main dmg gede..overall game bagus, mungkin untuk early game memang agak berat tapi ya namanya proses",5,6,5.5.0_31400259_31451966,2025-04-07 01:12:54,,,5.5.0_31400259_31451966
204e296c-15d2-4355-8161-06fb0f59df03,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,game sangat2 bagus dan grafik juga mendukung tetapi juga story dari game nya terlalu monoton kaku dan terlalu banyak dialog yg tidak terlalu berguna dan semoga dev nya mendengar kan keluhan Player dan jangan selalu memikir kan uang tetapi juga memikirkan Player nya itu sendiri.,4,1,5.5.0_31400259_31451966,2025-04-10 04:00:33,,,5.5.0_31400259_31451966
4ff06131-445f-42dc-97b9-6a5534edf433,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"game ini makin lama makin ampas, jaringan, gacha karakter, artefak, kit/combat, story ampas semua, game ini udah gak ramah buat f2p, cukup menghabiskan waktu yg terlalu lama dan membosankan. (pensi udah bosen)",1,63,5.5.0_31400259_31451966,2025-04-09 08:01:27,"Kami mohon maaf atas ketidaknyamanan yang Anda alami, Traveler. Kalau Anda memiliki masukan atau saran, silakan hubungi kami melalui email atau feedback in-game.",2025-03-05 09:12:18,5.5.0_31400259_31451966
0b79211a-98dd-4493-ae03-f3316829cdfb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"saya kurang tahu apakah ini juga terjadi pada player lain, tapi keluhannya adalah saya sudah mendownload data ketika update patch terbaru, akan tetapi ketika saya ingin memainkannya lagi kenapa ada update lagi?...dan itu tidak sekali dua kali....hal tersebut takutnya membuat player tidak nyaman karena waktu yang diinginkan untuk bermain jadi terbuang karena download data yang kurang pasti apa itu dan juga menghabiskan banyak penyimpanan, mohon developer untuk memperbaiki hal tersebut.",2,14,5.5.0_31400259_31451966,2025-03-28 13:33:32,,,5.5.0_31400259_31451966
9d8d71cc-bf5c-45d7-a094-d7037f7ff9e2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"GAME THE BEESSSTTTTT, cuman ada 1 yang aku pengen. tolong kalau kasih bonus primo jangan 150/60 minimal 320-1600 sama quest story karakternya jangan dibikin banyak ngomong + tambahin fitur skip kalau bisa soalnya ujung ujung nya cuma dapet 60 primo",5,0,5.5.0_31400259_31451966,2025-04-21 10:13:10,,,5.5.0_31400259_31451966
e85d6d3a-fd26-4b14-945c-c98ce3824c08,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"overall suka game nyaaa, bagusss, grafiknya oke, story atau lore nya juga oke, karakter nya okee, battle oke, exploration open world oke, quest oke, gacha nikmati saja lah ya, build build juga nikmati saja wkwkwk intinya nice i like this game so much thanks hoyo",5,2,5.5.0_31400259_31451966,2025-04-02 19:36:34,,,5.5.0_31400259_31451966
41ebdd49-818d-48ac-a30c-2544f651bdff,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ini satu satunya game yang paling lama ku mainkan bayangkan kurang lebih 5 tahun masih belum tamat.. untung game nya bagus, cerita bagus, tema nya bagus jadi masih excited dengan update setiap patch nya. update yang paling ditunggu pastinya quest archon atau map baru🔥..",5,6,5.5.0_31400259_31451966,2025-03-25 22:58:58,,,5.5.0_31400259_31451966
1d0ddf0a-3db9-4caf-a4b2-b2bd1a4f59b2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"ini sih buat sekadar kritik yaa buat hoyo, kenapa sih sekarang quest makin hambar kata aku walaupun story nya bagus dan grafik nya mantap tolong yaa dari pihak hoyo nya di perbaiki lagi😮‍💨😩🥲 kenapa harus di perbaiki gara² quest nya aja yg terlalu kompeten dan dialog nya terlalu banyak jadi waktu ngerjain quest nya itu ngak bisa ngenikmati suasana game nya dan story jadi hambar,males, + aku jadi pingin pindah game aja dari pada ngerjain quest😮‍💨🥲🥲😔",3,7,5.5.0_31400259_31451966,2025-03-26 06:05:28,,,5.5.0_31400259_31451966
5b0db626-ff47-4fd3-8813-fd0af1c231af,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Game RPG open world terbaik. Mulai dari mekanik bertarung, penjelajahan, alur cerita, itu keren semua. Tapi ada stu hal yang bikin gw kecewa berat. Kenapa kerusakan electro Varesa lebih tinggi dari dewa elektro itu sendiri? Si Raiden Shogun. Tpi terserahlah 🗿🤌",4,0,5.5.0_31400259_31451966,2025-04-18 06:27:47,,,5.5.0_31400259_31451966
88205d3e-07f8-457d-ad3c-f5c3ff7244c8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"awalnya risih sama dialog ny kepanjangan dan gabisa skip. lama², ternyata seru juga cerita ny. btw tolong gacha ny jangan terlalu ampas dong. mudahin juga buat f2p nyari primogem, biar bisa sering² gacha. wkwk",5,6,5.5.0_31400259_31451966,2025-04-08 16:42:15,,,5.5.0_31400259_31451966
f95cc5ea-7d0b-49a5-90fa-0ee85320771f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"gamenya bagus ga montoton ga bikin ngantuk trus misi nya buanyak sama map nya buanyak banget,ini game detail banget dari masak gabungan elemental dll,tapi karena gw baru main jadi mungkin buat namatin inj game butuh 2 tahunan sihh,tapi overall ini game bagus banget good job lah😁👍",5,6,5.5.0_31400259_31451966,2025-04-02 14:53:50,,,5.5.0_31400259_31451966
1e01e759-e53b-48d8-9571-861a4ac10f36,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Ini game emng seru bnget sih,genre open world nya keren,tapi saran untuk quest,terlebih quest archon,dikurangin aktivitas yang sebenrnya ga terlalu penting buat alur cerita,mungkin sedikit gapapa,tapi kalo terus terusan lama lama bikin ngantuk,but at all oky",5,5,5.5.0_31400259_31451966,2025-04-04 09:31:29,,,5.5.0_31400259_31451966
